embedding model,infection precision,infection recall,infection f1-score,PPI precision,PPI recall,PPI f1-score,accuracy,weighted precision,weighted recall,weighted f1-score,ROC macro,ROC weighted,,,infection precision,infection recall,infection f1-score,PPI precision,PPI recall,PPI f1-score,accuracy,weighted precision,weighted recall,weighted f1-score,ROC macro,ROC weighted
CrossNELP,1,0.8,0.888888889,0.922222222,0.902173913,0.912087912,0.948153409,0.946702302,0.948153409,0.943065652,0.994496238,0.993170789,,,,,,,,,,,,,,
CrossNELP,1,0.7,0.823529412,0.945945946,0.760869565,0.843373494,0.946022727,0.945971535,0.946022727,0.941722922,0.991980626,0.991281048,,,,,,,,,,,,,,
GF,0.769230769,1,0.869565217,0.87012987,0.72826087,0.792899408,0.887784091,0.864750714,0.887784091,0.873728092,0.904790328,0.925460903,,infection f1-score t-test,0.000675711,0.000397175,0.000108916,1.5941E-12,5.50475E-09,8.73914E-15,1.13164E-37,3.077E-43,1.13164E-37,1.81542E-40,1.1291E-31,3.40391E-27
GF,0.818181818,0.9,0.857142857,0.894117647,0.826086957,0.858757062,0.884943182,0.868467591,0.884943182,0.875273972,0.915128568,0.931310241,,alpha,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
GF,1,0.8,0.888888889,0.831325301,0.75,0.788571429,0.883522727,0.85794403,0.883522727,0.868015979,0.909941229,0.93137083,,reject Null?,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GF,0.666666667,0.4,0.5,0.901234568,0.793478261,0.843930636,0.901988636,0.886557987,0.901988636,0.891732836,0.93138631,0.949627935,,,,,,,,,,,,,,
GF,1,0.6,0.75,0.88372093,0.826086957,0.853932584,0.888494318,0.876324534,0.888494318,0.881226522,0.927777726,0.94667962,,,,,,,,,,,,,,
GF,0.6,0.3,0.4,0.853658537,0.760869565,0.804597701,0.885653409,0.86169712,0.885653409,0.871326774,0.903894879,0.93375741,,,,,,,,,,,,,,
GF,0.666666667,0.4,0.5,0.833333333,0.815217391,0.824175824,0.886363636,0.860892079,0.886363636,0.871929641,0.914892829,0.933612047,,,,,,,,,,,,,,
GF,0.666666667,0.4,0.5,0.876404494,0.847826087,0.861878453,0.897727273,0.878651217,0.897727273,0.885737985,0.912753268,0.929787159,,,,,,,,,,,,,,
GF,0.888888889,0.8,0.842105263,0.81443299,0.858695652,0.835978836,0.885653409,0.864830004,0.885653409,0.873454162,0.910846039,0.933064061,,,,,,,,,,,,,,
GF,0.5,0.2,0.285714286,0.870967742,0.880434783,0.875675676,0.885653409,0.864569597,0.885653409,0.873843284,0.906098721,0.931468512,,,,,,,,,,,,,,
GF,1,0.7,0.823529412,0.840909091,0.804347826,0.822222222,0.891335227,0.87050627,0.891335227,0.878831607,0.92473729,0.942930036,,,,,,,,,,,,,,
GF,1,0.8,0.888888889,0.865853659,0.77173913,0.816091954,0.888494318,0.868737546,0.888494318,0.876693704,0.917007699,0.9343753,,,,,,,,,,,,,,
GF,0.8,0.8,0.8,0.865853659,0.77173913,0.816091954,0.877130682,0.860962778,0.877130682,0.867902228,0.918184889,0.936294976,,,,,,,,,,,,,,
GF,1,0.6,0.75,0.850574713,0.804347826,0.826815642,0.865767045,0.846578382,0.865767045,0.854020122,0.904221462,0.923409231,,,,,,,,,,,,,,
GF,0.875,0.7,0.777777778,0.808510638,0.826086957,0.817204301,0.875,0.856345394,0.875,0.865015981,0.90345983,0.924117103,,,,,,,,,,,,,,
GF,0.888888889,0.8,0.842105263,0.934210526,0.77173913,0.845238095,0.883522727,0.865662406,0.883522727,0.872974567,0.910379612,0.932568511,,,,,,,,,,,,,,
GF,0.666666667,0.4,0.5,0.819148936,0.836956522,0.827956989,0.880681818,0.859326897,0.880681818,0.86812637,0.91829295,0.943776213,,,,,,,,,,,,,,
GF,0.833333333,0.5,0.625,0.896551724,0.847826087,0.87150838,0.884943182,0.864179308,0.884943182,0.873017007,0.917106464,0.942515111,,,,,,,,,,,,,,
GF,0.666666667,0.6,0.631578947,0.891304348,0.891304348,0.891304348,0.897017045,0.873032794,0.897017045,0.8828223,0.912301165,0.93999747,,,,,,,,,,,,,,
GF,1,0.5,0.666666667,0.845238095,0.77173913,0.806818182,0.889914773,0.871731201,0.889914773,0.877791972,0.932180355,0.946567944,,,,,,,,,,,,,,
GF,0.75,0.6,0.666666667,0.83908046,0.793478261,0.815642458,0.882102273,0.864126317,0.882102273,0.872190062,0.915812924,0.935601747,,,,,,,,,,,,,,
GF,0.8,0.8,0.8,0.844155844,0.706521739,0.769230769,0.885653409,0.867663127,0.885653409,0.874194685,0.921868901,0.939715914,,,,,,,,,,,,,,
GF,0.857142857,0.6,0.705882353,0.78125,0.815217391,0.79787234,0.877130682,0.856273206,0.877130682,0.865580698,0.918762374,0.936503731,,,,,,,,,,,,,,
GF,0.666666667,0.2,0.307692308,0.858695652,0.858695652,0.858695652,0.882102273,0.861633281,0.882102273,0.869903908,0.91296772,0.940958423,,,,,,,,,,,,,,
GF,0.5,0.2,0.285714286,0.8875,0.77173913,0.825581395,0.888494318,0.861526555,0.888494318,0.871637513,0.907374854,0.931170314,,,,,,,,,,,,,,
GF,1,0.7,0.823529412,0.826923077,0.934782609,0.87755102,0.901278409,0.875307073,0.901278409,0.88503251,0.900187127,0.923416228,,,,,,,,,,,,,,
GF,1,0.3,0.461538462,0.804878049,0.717391304,0.75862069,0.869318182,0.847336262,0.869318182,0.855551789,0.887276881,0.904174155,,,,,,,,,,,,,,
GF,0.714285714,0.5,0.588235294,0.852272727,0.815217391,0.833333333,0.879971591,0.858608194,0.879971591,0.867801453,0.908156527,0.930336148,,,,,,,,,,,,,,
GF,0.8,0.4,0.533333333,0.864864865,0.695652174,0.771084337,0.878551136,0.858064538,0.878551136,0.865465892,0.91503924,0.935112608,,,,,,,,,,,,,,
GF,0.375,0.3,0.333333333,0.806818182,0.77173913,0.788888889,0.872159091,0.853888702,0.872159091,0.862151203,0.913911497,0.925456139,,,,,,,,,,,,,,
